run,source,step,actor/entropy,actor/grad_norm,actor/kl_coef,actor/kl_loss,actor/loss,actor/lr,actor/perf/cpu_memory_used_gb,actor/perf/max_memory_allocated_gb,actor/perf/max_memory_reserved_gb,actor/pg_clipfrac,actor/pg_clipfrac_lower,actor/pg_loss,actor/ppo_kl,critic/advantages/max,critic/advantages/mean,critic/advantages/min,critic/returns/max,critic/returns/mean,critic/returns/min,critic/rewards/max,critic/rewards/mean,critic/rewards/min,critic/score/max,critic/score/mean,critic/score/min,global_seqlen/balanced_max,global_seqlen/balanced_min,global_seqlen/max,global_seqlen/mean,global_seqlen/min,global_seqlen/minmax_diff,num_turns/max,num_turns/mean,num_turns/min,perf/mfu/actor,perf/mfu/actor_infer,perf/throughput,perf/time_per_step,perf/total_num_tokens,prompt_length/clip_ratio,prompt_length/max,prompt_length/mean,prompt_length/min,response/aborted_ratio,response_length/clip_ratio,response_length/max,response_length/mean,response_length/min,response_length_non_aborted/clip_ratio,response_length_non_aborted/max,response_length_non_aborted/mean,response_length_non_aborted/min,timing_per_token_ms/adv,timing_per_token_ms/gen,timing_per_token_ms/ref,timing_per_token_ms/update_actor,timing_s/adv,timing_s/agent_loop/compute_score/max,timing_s/agent_loop/compute_score/mean,timing_s/agent_loop/compute_score/min,timing_s/agent_loop/generate_sequences/max,timing_s/agent_loop/generate_sequences/mean,timing_s/agent_loop/generate_sequences/min,timing_s/agent_loop/num_preempted/max,timing_s/agent_loop/num_preempted/mean,timing_s/agent_loop/num_preempted/min,timing_s/agent_loop/slowest/compute_score,timing_s/agent_loop/slowest/generate_sequences,timing_s/agent_loop/slowest/num_preempted,timing_s/agent_loop/slowest/prompt_length,timing_s/agent_loop/slowest/response_length,timing_s/agent_loop/slowest/tool_calls,timing_s/agent_loop/tool_calls/max,timing_s/agent_loop/tool_calls/mean,timing_s/agent_loop/tool_calls/min,timing_s/gen,timing_s/old_log_prob,timing_s/ref,timing_s/reward,timing_s/start_profile,timing_s/step,timing_s/stop_profile,timing_s/update_actor,timing_s/update_weights,training/epoch,training/global_step
layer4_distributed_20260619_102901,/data/ronghao/uenv/uenv-bridge/temp/logs/verl_layer4_agent_loop/layer4_distributed_20260619_102901.log,11,0.4057645797729492,0.0003070831298828125,0.0010000000000000002,0.0006433686548916739,6.433687076423666e-07,1e-06,75.7972526550293,6.713120937347412,10.943359375,0.0,0.0,0.0,-5.9422187541713355e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8051.0,8047.0,9139.0,8048.5,6782.0,2357.0,2.0,2.0,2.0,0.040200410737326116,0.0323885030013187,57.269328786798866,140.5377043960616,64388.0,0.0,168.0,104.5,74.0,0.0,0.0,646.0,297.92498779296875,136.0,0.0,646.0,297.92498779296875,136.0,0.00014078351411260994,2.819537808873235,0.0086021638315847,0.04135012752226358,0.00906476890668273,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,125.0,289.0,0.0,0.0,0.0,0.0,134.40172827336937,1.241208122111857,0.5538761247880757,1.9830185920000076e-05,6.934814155101776e-05,140.5377043960616,8.360808715224266e-05,2.6624520109035075,1.6269886787049472,0.0,11.0
layer4_distributed_20260619_102901,/data/ronghao/uenv/uenv-bridge/temp/logs/verl_layer4_agent_loop/layer4_distributed_20260619_102901.log,12,0.49549105763435364,0.0003223419189453125,0.0010000000000000002,0.0006274545039559598,6.274544830375817e-07,1e-06,75.92079544067383,6.863678932189941,10.943359375,0.0,0.0,0.0,-0.00014287682045051043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8731.0,8715.0,11828.0,8723.0,6810.0,5018.0,2.0,2.0,2.0,0.04459628683646293,0.026224256935811433,,157.16556547628716,69784.0,0.0,216.0,105.34375,79.0,0.0,0.01875000074505806,1024.0,330.8062438964844,126.0,0.01875000074505806,1024.0,330.8062438964844,126.0,0.0001293189719957379,2.8418274041277285,0.007716175741020124,0.03748546194136322,0.009024395141750574,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,104.0,180.0,0.0,0.0,0.0,0.0,150.41508267307654,1.5979702761396766,0.5384656079113483,1.6120262444019318e-05,6.984779611229897e-05,157.16556547628716,8.458783850073814e-05,2.615885476116091,1.9499892070889473,0.0,12.0
layer4_distributed_20260619_102901,/data/ronghao/uenv/uenv-bridge/temp/logs/verl_layer4_agent_loop/layer4_distributed_20260619_102901.log,13,0.5324877500534058,0.000274658203125,0.0010000000000000002,0.0006366691794710277,6.366691991388507e-07,1e-06,76.00363540649414,6.863678932189941,11.1015625,0.0,0.0,0.0,-0.000215698737878256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8646.0,8593.0,10424.0,8601.75,6872.0,3552.0,2.0,2.0,2.0,0.04280940267050818,0.03238321924499979,56.90275739314584,151.16578517574817,68814.0,0.0,145.0,97.59375,71.0,0.0,0.0,1023.0,332.4937438964844,110.0,0.0,1023.0,332.4937438964844,110.0,0.00013422651080128328,2.7148838663322223,0.007873672712001486,0.03897564396453593,0.009236663114279509,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,99.0,154.0,0.0,0.0,0.0,0.0,144.4291068050079,1.6109287049621344,0.5418189140036702,2.066977322101593e-05,6.813881918787956e-05,151.16578517574817,8.723791688680649e-05,2.682069963775575,1.8502976410090923,0.0,13.0
layer4_distributed_20260619_102901,/data/ronghao/uenv/uenv-bridge/temp/logs/verl_layer4_agent_loop/layer4_distributed_20260619_102901.log,14,0.4655124843120575,0.0004100799560546875,0.0010000000000000002,0.0006764985782865551,6.764985300833359e-07,1e-06,75.86402130126953,6.863678932189941,11.1015625,0.0,0.0,0.0,-0.00019685465949805802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9181.0,9170.0,11521.0,9176.5,6548.0,4973.0,2.0,2.0,2.0,0.04574485538184707,0.03483397812187529,56.99794266967618,160.99703901913017,73412.0,0.0,160.0,105.375,75.0,0.0,0.012500000186264515,1024.0,353.45001220703125,130.0,0.012500000186264515,1024.0,353.45001220703125,130.0,0.00012298208983455803,2.7307200440693626,0.007512669595285121,0.03652303299188105,0.009028361178934574,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,88.0,302.0,0.0,0.0,0.0,0.0,154.4276799322106,1.2949437573552132,0.5515201003290713,1.6440171748399734e-05,6.905803456902504e-05,160.99703901913017,8.631916716694832e-05,2.681228897999972,1.9943454223684967,0.0,14.0
layer4_distributed_20260619_102901,/data/ronghao/uenv/uenv-bridge/temp/logs/verl_layer4_agent_loop/layer4_distributed_20260619_102901.log,15,0.4236834943294525,0.00038909912109375,0.0010000000000000002,0.0006479729247530486,6.479729108832544e-07,1e-06,75.85634231567383,6.863678932189941,11.1015625,0.0,0.0,0.0,0.00018721181043019898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8427.0,8413.0,9381.0,8423.125,6180.0,3201.0,2.0,2.0,2.0,0.04328946363069357,0.03521838321220475,,143.19538512220606,67385.0,0.0,132.0,100.84375,76.0,0.0,0.0062500000931322575,1024.0,320.3125,52.0,0.0062500000931322575,1024.0,320.3125,52.0,0.0001377446473710675,2.6704746947873654,0.008959558835188022,0.03861886328017843,0.009281923063099384,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,111.0,176.0,0.0,0.0,0.0,0.0,136.8618281078525,1.1928191110491753,0.6037398721091449,1.746881753206253e-05,7.154885679483414e-05,143.19538512220606,8.421903476119041e-05,2.602332102134824,1.886590814217925,0.0,15.0
layer4_distributed_20260619_102901,/data/ronghao/uenv/uenv-bridge/temp/logs/verl_layer4_agent_loop/layer4_distributed_20260619_102901.log,16,0.45304739475250244,0.1396484375,0.0010000000000000002,0.0006329306737598017,0.0010970223229378462,1e-06,75.94751358032227,6.863678932189941,11.1015625,0.0,0.0,0.001096388790756464,-0.0003000371614689357,1.0954431295394897,-0.001092068268917501,-0.7302953600883484,1.0954431295394897,-0.001092068268917501,-0.7302953600883484,1.0,0.012500000186264515,0.0,1.0,0.012500000186264515,0.0,8631.0,8626.0,9460.0,8628.125,6049.0,3411.0,2.0,2.0,2.0,0.044690479670737325,0.02840808359742496,57.210475721393365,150.81372582912445,69025.0,0.0,213.0,103.3125,70.0,0.0,0.0,900.0,328.09375,113.0,0.0,900.0,328.09375,113.0,9.691968090678419e-05,2.740826008913957,0.012370643031549644,0.0373178460270609,0.006689880974590778,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,101.0,208.0,0.0,0.0,0.0,0.0,143.87966133793816,1.447695069015026,0.8538836352527142,1.695007085800171e-05,7.165875285863876e-05,150.81372582912445,8.579017594456673e-05,2.5758643220178783,2.0115439938381314,0.0,16.0
layer4_distributed_20260619_102901,/data/ronghao/uenv/uenv-bridge/temp/logs/verl_layer4_agent_loop/layer4_distributed_20260619_102901.log,17,0.5013459324836731,0.1904296875,0.0010000000000000002,0.0006901213208720947,0.005687959026545286,1e-06,76.01018524169922,6.923110485076904,11.1015625,6.650247087236494e-05,0.0,0.005687268916517496,4.687389373430051e-05,1.7888504266738892,-0.005669161211699247,-0.4472126066684723,1.7888504266738892,-0.005669161211699247,-0.4472126066684723,1.0,0.012500000186264515,0.0,1.0,0.012500000186264515,0.0,9264.0,9230.0,11572.0,9240.5,6958.0,4614.0,2.0,2.0,2.0,0.04716641031956519,0.03209505076750446,57.20545630321701,161.53179429285228,73924.0,0.0,174.0,110.0,71.0,0.0,0.012500000186264515,1024.0,352.0249938964844,146.0,0.012500000186264515,1024.0,352.0249938964844,146.0,0.0001333568283068425,2.7506822807905222,0.007481017027226231,0.03548000051155844,0.009858270175755024,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,100.0,239.0,0.0,0.0,0.0,0.0,154.92942878324538,1.3994164080359042,0.5530267027206719,1.8180347979068756e-05,6.880983710289001e-05,161.53179429285228,8.296873420476913e-05,2.622823557816446,1.9789319238625467,0.0,17.0
layer4_distributed_20260619_102901,/data/ronghao/uenv/uenv-bridge/temp/logs/verl_layer4_agent_loop/layer4_distributed_20260619_102901.log,18,0.35637015104293823,0.000308990478515625,0.0010000000000000002,0.0005938571016486094,5.938571234764822e-07,1e-06,75.97024917602539,6.923110485076904,11.158203125,0.0,0.0,0.0,-0.00017397422101339544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8767.0,8562.0,11264.0,8591.375,7199.0,4065.0,2.0,2.0,2.0,0.04319036148215443,0.03248778457525032,,146.6072608581744,68731.0,0.0,184.0,106.21875,78.0,0.0,0.0062500000931322575,1024.0,323.3500061035156,124.0,0.0062500000931322575,1024.0,323.3500061035156,124.0,5.9273022610285334e-05,2.7153956692968815,0.007529126404638426,0.03833903356374331,0.004073894117027521,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,118.0,576.0,0.0,0.0,0.0,0.0,140.48371034674346,1.271679843775928,0.5174843869172037,1.5770085155963898e-05,6.733881309628487e-05,146.6072608581744,8.720904588699341e-05,2.6350801158696413,1.6567570972256362,0.0,18.0
layer4_distributed_20260619_102901,/data/ronghao/uenv/uenv-bridge/temp/logs/verl_layer4_agent_loop/layer4_distributed_20260619_102901.log,19,0.4050222933292389,0.000354766845703125,0.0010000000000000002,0.0005914560128985613,5.914560574638017e-07,1e-06,75.8657455444336,6.923110485076904,11.158203125,0.0,0.0,0.0,-2.3574192276498707e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8153.0,8142.0,9943.0,8149.375,6124.0,3819.0,2.0,2.0,2.0,0.0425665486934671,0.03458601826944944,57.157404661553656,142.57776482775807,65195.0,0.0,155.0,102.90625,75.0,0.0,0.0,831.0,304.5625,45.0,0.0,831.0,304.5625,45.0,0.00013509387138550136,2.7995820396893047,0.00825281960563852,0.039246552464171455,0.00880744494497776,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,79.0,130.0,0.0,0.0,0.0,0.0,136.4236327940598,1.180566984694451,0.5380425741896033,1.689000055193901e-05,7.009878754615784e-05,142.57776482775807,8.651893585920334e-05,2.558678987901658,1.8306122859939933,0.0,19.0
layer4_distributed_20260619_102901,/data/ronghao/uenv/uenv-bridge/temp/logs/verl_layer4_agent_loop/layer4_distributed_20260619_102901.log,20,0.3971288204193115,0.197265625,0.0010000000000000002,0.0006734724482839738,0.0013788199285045266,1e-06,75.93016052246094,6.923110485076904,11.158203125,0.0,0.0,0.0013781466986984015,-2.4203477539685992e-05,1.7888504266738892,-0.0013996473280712962,-0.4472126066684723,1.7888504266738892,-0.0013996473280712962,-0.4472126066684723,1.0,0.0062500000931322575,0.0,1.0,0.0062500000931322575,0.0,8646.0,8639.0,9423.0,8643.25,7982.0,1441.0,2.0,2.0,2.0,0.04347658055902827,0.030441278615822437,56.52626613750362,152.90679166698828,69146.0,0.0,178.0,104.65625,74.0,0.0,0.0,777.0,327.5062561035156,103.0,0.0,777.0,327.5062561035156,103.0,6.0937375110830706e-05,2.784395513369729,0.007711405911453859,0.037989942310610966,0.0042135757394135,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,108.0,487.0,0.0,0.0,0.0,0.0,145.90510929608718,1.6655100528150797,0.5332128731533885,1.634005457162857e-05,6.896909326314926e-05,152.90679166698828,8.432893082499504e-05,2.626852551009506,2.1335339061915874,0.0,20.0
layer4_distributed_20260619_102901,/data/ronghao/uenv/uenv-bridge/temp/logs/verl_layer4_agent_loop/layer4_distributed_20260619_102901.log,21,0.399321973323822,0.279296875,0.0010000000000000002,0.0006819085904226085,0.014026932418346405,1e-06,76.00031280517578,6.923110485076904,11.158203125,3.086419892497361e-05,0.0,0.014026251388713717,-0.00020889509664812067,1.7888504266738892,-0.01397736370563507,-0.4472126066684723,1.7888504266738892,-0.01397736370563507,-0.4472126066684723,1.0,0.012500000186264515,0.0,1.0,0.012500000186264515,0.0,8281.0,8274.0,10021.0,8278.875,6606.0,3415.0,2.0,2.0,2.0,0.042017150675398934,0.035049320518889863,,145.16365330433473,66231.0,0.0,181.0,103.1875,81.0,0.0,0.0,724.0,310.7562561035156,70.0,0.0,724.0,310.7562561035156,70.0,0.00010000957639760839,2.792797714025046,0.00791876115602005,0.03956671143794498,0.006623734254390001,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,113.0,315.0,0.0,0.0,0.0,0.0,138.8606951390393,1.1546471370384097,0.5244674701243639,1.564016565680504e-05,6.959913298487663e-05,145.16365330433473,0.00010711932554841042,2.6205428652465343,1.9590451261028647,0.0,21.0
layer4_distributed_20260619_102901,/data/ronghao/uenv/uenv-bridge/temp/logs/verl_layer4_agent_loop/layer4_distributed_20260619_102901.log,22,0.5162862539291382,0.275390625,0.0010000000000000002,0.0007056071544866427,0.002563319867476821,1e-06,76.08825302124023,6.923110485076904,11.158203125,6.602842186111956e-05,0.0,0.0025626146234571934,8.901938149392663e-05,1.7888504266738892,-0.0025407751090824604,-0.4472126066684723,1.7888504266738892,-0.0025407751090824604,-0.4472126066684723,1.0,0.01875000074505806,0.0,1.0,0.01875000074505806,0.0,8306.0,8292.0,11014.0,8301.75,6620.0,4394.0,2.0,2.0,2.0,0.04215425067317831,0.030542605092204442,58.19087573834765,142.66411863826215,66414.0,0.0,161.0,107.0625,78.0,0.0,0.0,992.0,308.0249938964844,30.0,0.0,992.0,308.0249938964844,30.0,0.00013219733686973707,2.7668857353907774,0.00828045102054914,0.039561387383924736,0.008779753930866718,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,113.0,194.0,0.0,0.0,0.0,0.0,136.36319658299908,1.3332883301191032,0.5499378740787506,1.7209909856319427e-05,6.858911365270615e-05,142.66411863826215,8.391076698899269e-05,2.627429981715977,1.7432617689482868,0.0,22.0
layer4_distributed_20260619_102901,/data/ronghao/uenv/uenv-bridge/temp/logs/verl_layer4_agent_loop/layer4_distributed_20260619_102901.log,23,0.38634130358695984,0.1376953125,0.0010000000000000002,0.0005864429246003056,-0.0005203493637964129,1e-06,76.11548614501953,6.923110485076904,11.158203125,1.6447369125671686e-05,0.0,-0.0005209355149418116,0.0003498052549048225,1.7888504266738892,0.0005013415939174592,-0.4472126066684723,1.7888504266738892,0.0005013415939174592,-0.4472126066684723,1.0,0.0062500000931322575,0.0,1.0,0.0062500000931322575,0.0,9480.0,9470.0,11102.0,9478.0,7374.0,3728.0,2.0,2.0,2.0,0.0485454444030708,0.03181733198392226,56.30909764782759,168.320935619995,75824.0,0.0,172.0,105.9375,77.0,0.0,0.0062500000931322575,1024.0,367.9624938964844,77.0,0.0062500000931322575,1024.0,367.9624938964844,77.0,8.892081835132079e-05,2.742822923615494,0.007224628007048075,0.034356457676758545,0.0067423321306705475,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,107.0,477.0,0.0,0.0,0.0,0.0,161.48095680493861,1.7074585217051208,0.5478001940064132,1.7799902707338333e-05,7.942225784063339e-05,168.320935619995,8.557084947824478e-05,2.60504404688254,1.9349008481949568,0.0,23.0
layer4_distributed_20260619_102901,/data/ronghao/uenv/uenv-bridge/temp/logs/verl_layer4_agent_loop/layer4_distributed_20260619_102901.log,24,0.5040963292121887,0.1435546875,0.0010000000000000002,0.0007492440895475738,0.000915542128495872,1e-06,76.09256362915039,6.923110485076904,11.158203125,0.0,0.0,0.0009147931123152375,-5.355188295652624e-05,1.7888504266738892,-0.000921720580663532,-0.4472126066684723,1.7888504266738892,-0.000921720580663532,-0.4472126066684723,1.0,0.0062500000931322575,0.0,1.0,0.0062500000931322575,0.0,9522.0,9510.0,11305.0,9516.0,7403.0,3902.0,2.0,2.0,2.0,0.0472106422571925,0.031466236613601095,,164.0567854521796,76128.0,0.0,190.0,114.9375,82.0,0.0,0.01875000074505806,1024.0,360.86248779296875,124.0,0.01875000074505806,1024.0,360.86248779296875,124.0,0.0001196775933044104,2.7266965985112726,0.007151950529432797,0.03543470205142922,0.009110815823078156,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,185.0,314.0,0.0,0.0,0.0,0.0,157.43400820484385,1.4548460324294865,0.54446368990466,1.6659963876008987e-05,7.028132677078247e-05,164.0567854521796,8.479086682200432e-05,2.6975729977712035,1.878059707581997,0.0,24.0
layer4_distributed_20260619_102901,/data/ronghao/uenv/uenv-bridge/temp/logs/verl_layer4_agent_loop/layer4_distributed_20260619_102901.log,25,0.5128172636032104,0.33984375,0.0010000000000000002,0.0007790833712988388,0.007726824842393398,1e-06,75.92296981811523,6.923110485076904,11.158203125,0.00010211940461886115,0.0,0.0077260457910597324,1.4166849405228277e-05,1.7888504266738892,-0.007757645100355148,-0.4472126066684723,1.7888504266738892,-0.007757645100355148,-0.4472126066684723,1.0,0.01875000074505806,0.0,1.0,0.01875000074505806,0.0,9165.0,9153.0,11312.0,9158.75,7262.0,4050.0,2.0,2.0,2.0,0.04481288551729697,0.03166836316679069,58.28365432438355,157.14097041729838,73270.0,0.0,174.0,110.96875,69.0,0.0,0.0062500000931322575,1024.0,346.96875,6.0,0.0062500000931322575,1024.0,346.96875,6.0,0.000120783633990634,2.7102309887611247,0.007569966274673981,0.03716188708684552,0.008849816862493753,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,113.0,402.0,0.0,0.0,0.0,0.0,150.45847334107384,1.4059059852734208,0.5546514289453626,1.6268808394670486e-05,6.971973925828934e-05,157.14097041729838,8.28402116894722e-05,2.7228514668531716,1.9516329993493855,0.0,25.0
layer4_distributed_20260619_102901,/data/ronghao/uenv/uenv-bridge/temp/logs/verl_layer4_agent_loop/layer4_distributed_20260619_102901.log,26,0.398227721452713,0.15234375,0.0010000000000000002,0.0006698411818888417,0.0020347072277218103,1e-06,76.03373718261719,6.923110485076904,11.158203125,4.254340310581028e-05,0.0,0.002034036791883409,0.00021246463401212168,1.7888504266738892,-0.002047827234491706,-0.4472126066684723,1.7888504266738892,-0.002047827234491706,-0.4472126066684723,1.0,0.0062500000931322575,0.0,1.0,0.0062500000931322575,0.0,8503.0,8497.0,10983.0,8501.5,6339.0,4644.0,2.0,2.0,2.0,0.042978167808135376,0.02984804608331022,56.40704022771458,150.71700209192932,68012.0,0.0,171.0,101.59375,71.0,0.0,0.0,796.0,323.48126220703125,89.0,0.0,796.0,323.48126220703125,89.0,0.00013050842936660292,2.7810658930336984,0.008190591361235414,0.042814402692046234,0.008876139298081398,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,90.0,159.0,0.0,0.0,0.0,0.0,143.93962742574513,1.3856122619472444,0.5570584996603429,1.6649719327688217e-05,7.340870797634125e-05,150.71700209192932,8.105020970106125e-05,2.9118931558914483,1.8752872631885111,0.0,26.0
layer4_distributed_20260619_102901,/data/ronghao/uenv/uenv-bridge/temp/logs/verl_layer4_agent_loop/layer4_distributed_20260619_102901.log,27,0.41776251792907715,0.376953125,0.0010000000000000002,0.000720689766239957,-0.01261156890541315,1e-06,76.06278228759766,6.923110485076904,11.158203125,7.587493018945679e-05,0.0,-0.012612293241545558,-1.3200900991705566e-05,1.7888504266738892,0.012585688382387161,-0.4472126066684723,1.7888504266738892,0.012585688382387161,-0.4472126066684723,1.0,0.02500000037252903,0.0,1.0,0.02500000037252903,0.0,8347.0,8298.0,10109.0,8312.625,7019.0,3090.0,2.0,2.0,2.0,0.04307982382502352,0.033954106620495896,,148.2221301519312,66501.0,0.0,137.0,96.71875,71.0,0.0,0.012500000186264515,1024.0,318.9125061035156,70.0,0.012500000186264515,1024.0,318.9125061035156,70.0,0.00010616634803987715,2.781191303924077,0.009084147414752547,0.038711220945336834,0.00706016831099987,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,86.0,363.0,0.0,0.0,0.0,0.0,141.91306747402996,1.2182894251309335,0.6041048872284591,1.6940291970968246e-05,9.533064439892769e-05,148.2221301519312,8.598016574978828e-05,2.5743349040858448,1.8675565188750625,0.0,27.0
layer4_distributed_20260619_102901,/data/ronghao/uenv/uenv-bridge/temp/logs/verl_layer4_agent_loop/layer4_distributed_20260619_102901.log,28,0.41382497549057007,0.000476837158203125,0.0010000000000000002,0.000729647045091042,7.296471267181914e-07,1e-06,75.90239334106445,6.923110485076904,11.158203125,0.0,0.0,0.0,-0.00018783474081374152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8791.0,8777.0,9801.0,8785.25,7445.0,2356.0,2.0,2.0,2.0,0.0453753814384271,0.035493970192168,60.39341940993538,145.4670075951144,70282.0,0.0,147.0,106.40625,70.0,0.0,0.0062500000931322575,1024.0,332.85626220703125,70.0,0.0062500000931322575,1024.0,332.85626220703125,70.0,0.00013151920688190985,2.6078481579931347,0.007850613014060731,0.03682295392677903,0.009243432898074389,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,92.0,439.0,0.0,0.0,0.0,0.0,138.88616935024038,1.2297693602740765,0.5517567838542163,1.501990482211113e-05,6.85201957821846e-05,145.4670075951144,8.326955139636993e-05,2.5879908478818834,2.164471877273172,0.0,28.0
layer4_distributed_20260619_102901,/data/ronghao/uenv/uenv-bridge/temp/logs/verl_layer4_agent_loop/layer4_distributed_20260619_102901.log,29,0.5234291553497314,0.2177734375,0.0010000000000000002,0.0008097663173884939,0.006339323706924915,1e-06,76.06947326660156,6.923110485076904,11.158203125,5.434269551187754e-05,0.0,0.006338513921946287,0.0002511059561811635,1.7888504266738892,-0.006333672441542149,-0.7302953600883484,1.7888504266738892,-0.006333672441542149,-0.7302953600883484,1.0,0.01875000074505806,0.0,1.0,0.01875000074505806,0.0,9171.0,9160.0,10577.0,9167.75,8123.0,2454.0,2.0,2.0,2.0,0.047746759005183194,0.03307872930328427,57.01243779563696,160.80263104801998,73342.0,0.0,181.0,109.8125,79.0,0.0,0.0,950.0,348.57501220703125,95.0,0.0,950.0,348.57501220703125,95.0,0.0001195722402132795,2.768993529176589,0.007434196718940642,0.03508818815447942,0.008769667241722345,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,118.0,285.0,0.0,0.0,0.0,0.0,154.43230710923672,1.349274919833988,0.5452388557605445,1.7768703401088715e-05,6.881961598992348e-05,160.80263104801998,8.299015462398529e-05,2.5734378956258297,1.8544475780799985,0.0,29.0
layer4_distributed_20260619_102901,/data/ronghao/uenv/uenv-bridge/temp/logs/verl_layer4_agent_loop/layer4_distributed_20260619_102901.log,30,0.44758155941963196,0.000583648681640625,0.0010000000000000002,0.0008046592647588113,8.046593507060606e-07,1e-06,75.98229217529297,6.923110485076904,11.158203125,0.0,0.0,0.0,-0.00013142768343641365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8523.0,8495.0,10532.0,8504.5,6810.0,3722.0,2.0,2.0,2.0,0.04409757987418994,0.030948910502676123,,150.9772077947855,68036.0,0.0,149.0,103.59375,73.0,0.0,0.0,939.0,321.6312561035156,109.0,0.0,939.0,321.6312561035156,109.0,5.9301118978632495e-05,2.805965920117092,0.00774318836948063,0.037616782367688964,0.00403461093083024,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,73.0,352.0,0.0,0.0,0.0,0.0,144.39781221514568,1.6112280180677772,0.5268155639059842,1.603970304131508e-05,7.055886089801788e-05,150.9772077947855,8.437875658273697e-05,2.5592954051680863,1.840182192157954,0.0,30.0
layer4_distributed_20260619_102901,/data/ronghao/uenv/uenv-bridge/temp/logs/verl_layer4_agent_loop/layer4_distributed_20260619_102901.log,31,0.5376399159431458,0.000499725341796875,0.0010000000000000002,0.0008305318727934718,8.305319170176517e-07,1e-06,76.06021499633789,7.374793529510498,11.158203125,0.0,0.0,0.0,-5.6889588142894355e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9760.0,9755.0,11449.0,9758.0,7979.0,3470.0,2.0,2.0,2.0,0.04839746917812125,0.029658218046794572,57.01370078409299,171.1518436060287,78064.0,0.0,190.0,109.1875,81.0,0.0,0.01875000074505806,1024.0,378.7124938964844,136.0,0.01875000074505806,1024.0,378.7124938964844,136.0,0.0001125156889064686,2.7143224186603376,0.007153718233517775,0.03451752303119311,0.008783424738794565,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,107.0,1024.0,0.0,0.0,0.0,0.0,164.4716526363045,1.57109818700701,0.5584478601813316,1.7600134015083313e-05,7.227016612887383e-05,171.1518436060287,8.931010961532593e-05,2.694575917907059,1.8092493088915944,0.0,31.0
